#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
969,Bruce Zimmermann,STL,0,0,0,0,0,1,5.68,2.36,1.26,0.298,71.20%,45.80%,4.44,4.58,0
970,Scott Randall,,0,0,0,0,0,1,6.63,2.83,1.28,0.3,70.20%,41.60%,4.65,4.58,0
971,Ethan Pecko,HOU,0,0,0,0,0,1,7.79,3.4,1.35,0.293,71.50%,41.70%,4.54,4.58,0
972,Joe Whitman,SFG,0,0,0,0,0,1,6.71,3.32,1.18,0.298,71.10%,43.90%,4.5,4.59,0
973,Braxton Bragg,BAL,0,0,0,0,0,1,7.21,2.86,1.37,0.3,70.80%,43.30%,4.62,4.59,0
974,Jaxon Wiggins,CHC,0,0,0,0,0,1,7.95,4.05,1.22,0.291,72.10%,42.80%,4.43,4.59,0
975,Domingo Robles,ATH,0,0,0,0,0,1,6.78,2.95,1.28,0.294,71.80%,42.90%,4.4,4.6,0
976,Kohei Arihara,,0,0,0,0,0,1,5.51,2.55,1.18,0.309,69.40%,50.00%,4.7,4.6,0
977,Ronald Herrera,,0,0,0,0,0,1,7.16,2.84,1.38,0.295,70.90%,40.00%,4.59,4.6,0
978,James Paxton,,0,0,0,0,0,1,7.8,3.6,1.32,0.294,72.10%,39.10%,4.52,4.6,0
979,Connor Schultz,CHC,0,0,0,0,0,1,6.41,2.78,1.28,0.297,70.60%,45.30%,4.53,4.6,0
980,Huascar Ynoa,LAA,0,0,0,0,0,1,8.03,3.71,1.31,0.3,71.20%,43.20%,4.64,4.61,0
981,Chris Clarke,,0,0,0,0,0,1,6.17,2.84,1.22,0.299,70.30%,46.80%,4.56,4.61,0
982,Charlie Barnes,CHC,0,0,0,0,0,1,6.59,3.3,1.17,0.3,71.30%,46.50%,4.47,4.61,0
983,Luis De León,BAL,0,0,0,0,0,1,6.78,4.32,0.97,0.309,71.80%,52.60%,4.47,4.62,0
984,Drew Rucinski,,0,0,0,0,0,1,5.96,2.72,1.23,0.307,69.40%,47.90%,4.74,4.62,0
985,Marcus Stroman,,0,0,0,0,0,1,6.37,3.43,1.13,0.306,70.20%,49.10%,4.66,4.62,0
986,Sem Robberse,STL,0,0,0,0,0,1,6.7,3.14,1.26,0.293,71.10%,43.10%,4.51,4.62,0
987,Will Watson,NYM,0,0,0,0,0,1,7.55,3.98,1.19,0.289,72.20%,44.20%,4.39,4.63,0
988,John Holobetz,BOS,0,0,0,0,0,1,6.33,2.47,1.36,0.302,69.40%,43.20%,4.77,4.63,0
989,Zack Greinke,,0,0,0,0,0,1,5.94,1.84,1.45,0.3,70.30%,42.30%,4.66,4.63,0
990,R.J. Gordon,NYM,0,0,0,0,0,1,7.61,3.32,1.37,0.288,72.00%,39.00%,4.48,4.63,0
991,Seth Lonsway,SFG,0,0,0,0,0,1,5.91,3.85,0.93,0.306,70.80%,53.00%,4.48,4.64,0
992,Will Dion,CLE,0,0,0,0,0,1,6.9,3.25,1.29,0.295,71.80%,42.50%,4.51,4.64,0
993,Wade Miley,,0,0,0,0,0,1,6.21,3.05,1.2,0.3,71.40%,45.20%,4.5,4.64,0
994,Yonny Chirinos,,0,0,0,0,0,1,5.59,2.76,1.17,0.306,69.60%,50.10%,4.67,4.64,0
995,Sixto Sánchez,MIA,0,0,0,0,0,1,6.76,3.27,1.25,0.302,70.10%,43.90%,4.73,4.65,0
996,Riley Thompson,,0,0,0,0,0,1,7.56,3.67,1.31,0.297,71.30%,41.50%,4.66,4.65,0
997,Jack Choate,SFG,0,0,0,0,0,1,7.25,3.59,1.21,0.292,71.30%,41.40%,4.5,4.66,0
998,Gray Fenter,,0,0,0,0,0,1,7.16,3.23,1.33,0.297,70.80%,41.70%,4.66,4.66,0
999,Wei-En Lin,ATH,0,0,0,0,0,1,7.88,3.43,1.4,0.292,72.10%,37.20%,4.57,4.67,0
